S10	 0.104379 0.207820 0.275729 0.037188 0.052504 0.006774 0.002084 0.001458 0.003439 0.000000 0.000000 0.000000 0.019795 0.000208 0.000000 0.000000 0.095421 0.031459 0.035729 0.037501 0.046773 0.002605 0.000001 0.000057 0.010314 0.000105 0.000000 0.000000 0.017189 0.011571 0.000000 0.000000
S11	 0.293662 0.143995 0.035317 0.018335 0.310961 0.072723 0.015418 0.007188 0.017086 0.000521 0.000208 0.000208 0.041043 0.000521 0.000000 0.000208 0.016980 0.002500 0.000208 0.000208 0.002604 0.000312 0.000208 0.000729 0.002396 0.000104 0.000000 0.000000 0.013854 0.002188 0.000208 0.000208
S12	 0.056473 0.054814 0.089499 0.093451 0.028864 0.001148 0.000313 0.000000 0.029692 0.002709 0.000208 0.001250 0.148131 0.058855 0.027292 0.005729 0.108754 0.002709 0.000104 0.000729 0.191564 0.006042 0.000000 0.000313 0.028855 0.003333 0.000104 0.000000 0.046147 0.009896 0.001667 0.001458
S13	 0.213036 0.044215 0.006775 0.010108 0.177524 0.005628 0.001146 0.003231 0.084792 0.001875 0.000625 0.009897 0.073854 0.003125 0.000938 0.001042 0.102292 0.018229 0.006042 0.005313 0.100521 0.004688 0.002917 0.004167 0.030625 0.000833 0.000104 0.000312 0.070104 0.013542 0.001667 0.000938
S14	 0.219699 0.073036 0.010730 0.011042 0.076897 0.002515 0.000313 0.001251 0.035129 0.001364 0.000834 0.021877 0.090208 0.015938 0.000521 0.005521 0.355833 0.003021 0.000625 0.001979 0.010104 0.000104 0.000000 0.000417 0.006979 0.000000 0.000000 0.000000 0.027708 0.010417 0.012604 0.003438
S15	 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.638341 0.149481 0.000313 0.000000 0.185111 0.025938 0.000313 0.000000 0.000566 0.000007 0.000001 0.000000 0.000029 0.000004 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000
S16	 0.098131 0.109708 0.237199 0.277512 0.007928 0.037513 0.011876 0.011460 0.001355 0.001148 0.007813 0.008023 0.003751 0.005730 0.002188 0.005730 0.005417 0.008750 0.002918 0.003755 0.043959 0.036354 0.008542 0.002500 0.010938 0.016250 0.003125 0.000938 0.008959 0.013964 0.003441 0.003232
S17	 0.000419 0.000000 0.000000 0.000313 0.004903 0.001149 0.000208 0.000626 0.030530 0.005107 0.000313 0.007502 0.111778 0.075417 0.000729 0.004896 0.180638 0.309595 0.221153 0.037815 0.000119 0.000639 0.000004 0.006148 0.000001 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000104
S18	 0.289585 0.093751 0.078959 0.095211 0.023438 0.009375 0.123125 0.021875 0.005833 0.002083 0.000625 0.004792 0.002813 0.001875 0.001458 0.003750 0.004601 0.005419 0.007917 0.012605 0.011688 0.015525 0.013230 0.014063 0.016382 0.005315 0.002396 0.001875 0.048337 0.016670 0.013962 0.051568
S19	 0.006563 0.035625 0.056146 0.060938 0.047820 0.240651 0.206586 0.136990 0.016983 0.063761 0.044590 0.052300 0.001980 0.001460 0.000417 0.001667 0.000000 0.000104 0.000208 0.001250 0.000000 0.000313 0.000313 0.002083 0.000104 0.000000 0.000208 0.000208 0.000104 0.001042 0.004479 0.015208
S20	 0.001894 0.000107 0.000105 0.000314 0.045430 0.037817 0.110001 0.053959 0.020943 0.003126 0.000521 0.000522 0.214692 0.005104 0.000000 0.000000 0.171047 0.320314 0.013960 0.000016 0.000005 0.000001 0.000209 0.000014 0.000001 0.000000 0.000000 0.000000 0.000002 0.000000 0.000000 0.000000
S21	 0.001980 0.000105 0.000209 0.000626 0.212918 0.002398 0.000943 0.003348 0.092188 0.118757 0.013966 0.016261 0.061460 0.062610 0.034692 0.012920 0.042292 0.258647 0.034897 0.023959 0.000111 0.000437 0.000105 0.004272 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S22	 0.087604 0.103854 0.099586 0.018031 0.347814 0.126674 0.014941 0.013051 0.064167 0.023334 0.002500 0.020733 0.036563 0.005000 0.000729 0.001042 0.011250 0.002813 0.000417 0.003438 0.008646 0.001042 0.000833 0.002396 0.001979 0.000208 0.000000 0.000313 0.000729 0.000417 0.000000 0.000000
S23	 0.110264 0.106158 0.001355 0.014897 0.108983 0.007188 0.000417 0.002710 0.056668 0.000104 0.000208 0.008959 0.067605 0.001563 0.000625 0.004688 0.470836 0.015625 0.000521 0.010417 0.006251 0.000313 0.000000 0.001354 0.000730 0.000000 0.000000 0.000104 0.001459 0.000000 0.000000 0.000104
S24	 0.435109 0.184708 0.035660 0.010021 0.100214 0.000219 0.000003 0.000001 0.021250 0.000105 0.000000 0.000000 0.016562 0.000000 0.000104 0.000000 0.007604 0.000000 0.000000 0.000000 0.012500 0.001250 0.000000 0.000000 0.006563 0.000000 0.000000 0.000000 0.167084 0.001146 0.000000 0.000000
S25	 0.005625 0.103854 0.044793 0.038751 0.070943 0.500958 0.096701 0.038671 0.010838 0.042086 0.014897 0.026358 0.001045 0.000417 0.000625 0.001042 0.000105 0.000104 0.000000 0.000209 0.000104 0.000104 0.000104 0.001250 0.000000 0.000000 0.000000 0.000000 0.000104 0.000208 0.000104 0.000104
S26	 0.394385 0.043456 0.007625 0.030952 0.306685 0.001782 0.000627 0.010523 0.002605 0.000106 0.000521 0.006771 0.006147 0.000001 0.000000 0.000000 0.000521 0.000938 0.000938 0.000521 0.063334 0.023021 0.001250 0.000104 0.042813 0.005938 0.000104 0.000000 0.043854 0.003854 0.000625 0.000104
S27	 0.011771 0.007500 0.001667 0.002500 0.024375 0.005833 0.000729 0.004063 0.044792 0.004167 0.000208 0.010105 0.057709 0.012502 0.000208 0.003126 0.036460 0.665920 0.067089 0.015941 0.005833 0.000521 0.000104 0.013959 0.000625 0.000000 0.000000 0.000000 0.002292 0.000000 0.000104 0.000000
S28	 0.022605 0.111459 0.180937 0.078229 0.078751 0.203229 0.102604 0.020104 0.035105 0.008750 0.001146 0.005106 0.030417 0.029271 0.003646 0.002396 0.017814 0.034855 0.006799 0.004379 0.003855 0.002083 0.000729 0.005314 0.001667 0.000104 0.000104 0.001146 0.002708 0.002396 0.001146 0.001250
S29	 0.004024 0.307098 0.474483 0.175629 0.005110 0.015834 0.001042 0.002605 0.000104 0.000313 0.000000 0.010105 0.000000 0.000104 0.000000 0.002292 0.000000 0.000000 0.000104 0.001042 0.000001 0.000000 0.000000 0.000208 0.000000 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001
S30	 0.161994 0.086604 0.071885 0.077402 0.283550 0.106893 0.055211 0.039376 0.018958 0.001146 0.000833 0.008542 0.007917 0.000417 0.000312 0.000833 0.010208 0.002917 0.000625 0.001875 0.007083 0.007917 0.000729 0.004375 0.023542 0.000313 0.000833 0.001875 0.013646 0.000208 0.000625 0.001458
S31	 0.132503 0.270653 0.109703 0.000000 0.025313 0.018646 0.013542 0.000000 0.004688 0.000000 0.000000 0.000000 0.010417 0.000000 0.000000 0.000000 0.089688 0.002917 0.000937 0.000000 0.253762 0.012501 0.000313 0.000000 0.030228 0.000837 0.000002 0.000000 0.023345 0.000110 0.000000 0.000000
S32	 0.092306 0.001146 0.000104 0.000417 0.093352 0.013335 0.004375 0.003854 0.054693 0.059179 0.005417 0.003438 0.057921 0.004688 0.001042 0.000104 0.128031 0.044901 0.081784 0.184282 0.106566 0.000833 0.000104 0.000313 0.020105 0.000208 0.000000 0.000000 0.037502 0.000104 0.000000 0.000000
S33	 0.130537 0.076367 0.011357 0.011356 0.432095 0.019794 0.001042 0.005104 0.022294 0.001042 0.000521 0.009689 0.031256 0.003126 0.000209 0.000625 0.038756 0.004481 0.002292 0.000938 0.149902 0.002813 0.001771 0.001459 0.018336 0.000313 0.000000 0.000000 0.017302 0.003759 0.001464 0.000106
S34	 0.008022 0.000000 0.000000 0.000000 0.972387 0.009690 0.002188 0.007502 0.000004 0.000000 0.000000 0.000313 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S35	 0.006877 0.002190 0.000730 0.002604 0.093875 0.268653 0.096876 0.050522 0.104186 0.213148 0.012086 0.036254 0.046989 0.042816 0.003022 0.005625 0.004898 0.003023 0.000834 0.000417 0.001458 0.002188 0.000104 0.000625 0.000000 0.000000 0.000000 0.000000 0.000104 0.000000 0.000000 0.000000
S36	 0.009273 0.009377 0.048334 0.029376 0.021264 0.233238 0.536876 0.088231 0.004500 0.000741 0.000000 0.010316 0.002196 0.000319 0.000001 0.000105 0.000746 0.000003 0.000105 0.000105 0.000000 0.000104 0.000521 0.003959 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000417
S37	 0.005730 0.017189 0.040521 0.219167 0.015638 0.062841 0.377512 0.156356 0.002189 0.010833 0.009167 0.026563 0.002085 0.005938 0.005208 0.007917 0.000211 0.002741 0.003337 0.004690 0.001875 0.001771 0.001563 0.005522 0.000104 0.001042 0.000729 0.001667 0.002500 0.002083 0.002083 0.003333
S38	 0.027517 0.027710 0.008958 0.009271 0.007304 0.001459 0.000000 0.000000 0.000940 0.000000 0.000000 0.000000 0.001465 0.000001 0.000000 0.000000 0.033352 0.298448 0.511254 0.026985 0.024490 0.008959 0.000417 0.000000 0.002921 0.000104 0.000000 0.000000 0.007611 0.000313 0.000313 0.000313
S39	 0.049479 0.046083 0.100470 0.494489 0.013542 0.030000 0.013958 0.010937 0.002188 0.008542 0.004583 0.005104 0.017812 0.020938 0.006146 0.003750 0.015625 0.044687 0.058333 0.016875 0.010313 0.009688 0.000729 0.000729 0.000208 0.001458 0.000208 0.000521 0.007917 0.002708 0.001667 0.000417
S40	 0.217397 0.158854 0.021979 0.021250 0.106043 0.153125 0.085833 0.033229 0.024167 0.018022 0.007396 0.012084 0.023334 0.026357 0.009272 0.006355 0.008751 0.030007 0.025132 0.009953 0.000625 0.000104 0.000208 0.000000 0.000313 0.000208 0.000000 0.000000 0.000104 0.000000 0.000000 0.000000
S41	 0.008021 0.002292 0.001979 0.002188 0.002398 0.001598 0.000004 0.000001 0.010112 0.002834 0.000106 0.002296 0.031775 0.227831 0.141042 0.033855 0.010938 0.383440 0.073750 0.030209 0.000729 0.000729 0.000000 0.000833 0.000208 0.000729 0.000208 0.000417 0.001667 0.004792 0.006146 0.016979
S42	 0.041458 0.045940 0.020854 0.005007 0.025833 0.273131 0.284415 0.075651 0.006042 0.006250 0.000938 0.007501 0.008229 0.003229 0.000104 0.000104 0.019896 0.051979 0.004062 0.011667 0.000313 0.088021 0.008542 0.008021 0.000000 0.000104 0.000000 0.000104 0.002604 0.000104 0.000000 0.000000
S43	 0.018157 0.024513 0.006792 0.000737 0.035315 0.016771 0.001979 0.000208 0.011667 0.001771 0.000000 0.000104 0.023751 0.024062 0.008958 0.001771 0.039271 0.325729 0.187917 0.156563 0.044480 0.026146 0.021562 0.009062 0.003856 0.000833 0.001875 0.000521 0.004377 0.000729 0.000313 0.000313
S44	 0.134018 0.086780 0.016355 0.025940 0.190417 0.066875 0.010938 0.008646 0.059584 0.006875 0.006979 0.010521 0.059375 0.006146 0.002396 0.003438 0.174376 0.077709 0.007188 0.008855 0.013141 0.002919 0.000626 0.003126 0.002814 0.000313 0.000000 0.000000 0.007401 0.003646 0.001875 0.000833
S45	 0.174072 0.123232 0.123335 0.131252 0.023880 0.031668 0.051563 0.065000 0.002608 0.011775 0.005211 0.012397 0.005945 0.005002 0.002917 0.003126 0.005636 0.008239 0.002294 0.003230 0.028751 0.016146 0.008021 0.008646 0.012605 0.014479 0.003750 0.002917 0.057087 0.026564 0.016669 0.012086
S46	 0.530521 0.011250 0.003646 0.005104 0.208023 0.000417 0.000417 0.000313 0.050211 0.000417 0.000000 0.000313 0.052404 0.000835 0.000418 0.000314 0.036594 0.008584 0.006047 0.006569 0.018438 0.004271 0.001563 0.003125 0.012708 0.001146 0.000208 0.000000 0.022708 0.005208 0.004375 0.003958
S47	 0.001178 0.000010 0.000524 0.006152 0.016578 0.001151 0.000314 0.001668 0.004168 0.000521 0.000000 0.007918 0.007301 0.001667 0.001251 0.003125 0.150108 0.197608 0.197814 0.366772 0.000418 0.000834 0.003542 0.028334 0.000209 0.000104 0.000000 0.000208 0.000105 0.000105 0.000104 0.000313
S48	 0.011775 0.004482 0.000418 0.000313 0.196480 0.048242 0.005836 0.001667 0.103755 0.011147 0.000313 0.000417 0.314709 0.049273 0.001354 0.000417 0.045738 0.172620 0.018750 0.006667 0.000834 0.000000 0.000000 0.000313 0.003334 0.000000 0.000000 0.000000 0.001251 0.000000 0.000000 0.000000
S49	 0.014271 0.016771 0.026875 0.017500 0.017610 0.000730 0.000000 0.000312 0.276894 0.002813 0.009688 0.028336 0.579238 0.000521 0.000938 0.005418 0.002188 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S50	 0.001146 0.000000 0.000313 0.001042 0.084812 0.210110 0.005626 0.004272 0.411526 0.162605 0.002709 0.005418 0.046151 0.055000 0.002708 0.001563 0.000104 0.001667 0.000625 0.000000 0.000833 0.000417 0.000208 0.000104 0.000312 0.000208 0.000000 0.000000 0.000521 0.000104 0.000000 0.000000
S51	 0.158163 0.180423 0.144274 0.041675 0.087299 0.038653 0.001046 0.000838 0.005521 0.000001 0.000000 0.000314 0.008125 0.000000 0.000209 0.000104 0.021460 0.000000 0.000001 0.000521 0.014901 0.000002 0.000001 0.000001 0.029896 0.000625 0.000000 0.000104 0.115314 0.057814 0.078335 0.014480
S52	 0.000000 0.010313 0.179167 0.808646 0.000000 0.000000 0.000000 0.000105 0.000000 0.000001 0.000022 0.000080 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000417 0.001354
S53	 0.011772 0.010731 0.002919 0.004064 0.021981 0.189079 0.010420 0.003855 0.047087 0.124399 0.002610 0.025838 0.031048 0.000626 0.000313 0.001771 0.187821 0.091152 0.204905 0.012503 0.002292 0.000313 0.000104 0.011251 0.000521 0.000000 0.000104 0.000000 0.000313 0.000000 0.000208 0.000104
S54	 0.000729 0.213888 0.458995 0.276776 0.000000 0.005445 0.029376 0.014063 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000208 0.000000 0.000000 0.000208 0.000417 0.000000 0.000000
S55	 0.142828 0.129596 0.035941 0.020210 0.177292 0.040313 0.006563 0.004583 0.022813 0.004063 0.000104 0.001042 0.203138 0.003438 0.000312 0.000312 0.168777 0.002404 0.000208 0.000208 0.007503 0.000314 0.000208 0.000104 0.005314 0.001043 0.000104 0.000000 0.017508 0.002088 0.001043 0.000729
S56	 0.012708 0.001250 0.136147 0.622922 0.000000 0.010417 0.010729 0.045000 0.000000 0.000000 0.001771 0.001667 0.000000 0.000000 0.000000 0.000313 0.000000 0.000000 0.000001 0.000025 0.000000 0.000105 0.000004 0.000169 0.000104 0.000000 0.000000 0.000000 0.000000 0.014688 0.009480 0.132605
S57	 0.052397 0.348457 0.170958 0.021790 0.013750 0.008964 0.001668 0.001146 0.005625 0.001250 0.000104 0.000312 0.005313 0.001146 0.000000 0.000521 0.017504 0.024066 0.095002 0.175840 0.010834 0.007918 0.004796 0.002615 0.006979 0.002605 0.000729 0.000729 0.012396 0.003230 0.000938 0.000522
S58	 0.175426 0.264176 0.067295 0.008543 0.027112 0.025222 0.005002 0.001146 0.003134 0.000418 0.000208 0.000208 0.004693 0.000002 0.000000 0.000000 0.084900 0.106571 0.130734 0.088542 0.003229 0.000521 0.000104 0.000104 0.001042 0.000000 0.000000 0.000000 0.001771 0.000001 0.000001 0.000001
S59	 0.054279 0.474119 0.028545 0.026357 0.098448 0.279604 0.013751 0.003230 0.001250 0.000208 0.000104 0.001667 0.000729 0.000521 0.000000 0.000521 0.000104 0.000208 0.001250 0.002709 0.000208 0.001146 0.001667 0.008855 0.000000 0.000000 0.000000 0.000000 0.000417 0.000000 0.000104 0.000104
S60	 0.042817 0.323652 0.259377 0.180210 0.029287 0.034805 0.031985 0.012608 0.005011 0.004079 0.001355 0.011670 0.003234 0.001044 0.000313 0.000729 0.002292 0.000007 0.000001 0.000000 0.002708 0.000417 0.000000 0.000000 0.007292 0.000000 0.000000 0.000000 0.017605 0.016980 0.007917 0.002708
S61	 0.016257 0.059800 0.052501 0.014271 0.140536 0.294689 0.044271 0.016042 0.230216 0.031667 0.002292 0.033959 0.036478 0.007190 0.001563 0.001043 0.005218 0.008031 0.002299 0.000530 0.000625 0.000000 0.000000 0.000208 0.000104 0.000104 0.000000 0.000000 0.000208 0.000000 0.000000 0.000000
S62	 0.018129 0.041460 0.046042 0.085417 0.085106 0.104376 0.053021 0.049167 0.049375 0.010313 0.001667 0.001875 0.150938 0.006042 0.001354 0.000729 0.050636 0.054072 0.068858 0.105627 0.005794 0.003126 0.001458 0.000834 0.001668 0.000417 0.000000 0.000312 0.001459 0.000313 0.000312 0.000208
S63	 0.010742 0.049407 0.303760 0.185427 0.144082 0.061160 0.053127 0.020209 0.118333 0.003333 0.000521 0.022188 0.020833 0.000104 0.000104 0.001458 0.000313 0.000000 0.000208 0.001563 0.000000 0.000000 0.000104 0.001146 0.000000 0.000000 0.000000 0.000312 0.000000 0.000208 0.000104 0.001354
S64	 0.016566 0.002817 0.000837 0.002813 0.084483 0.088028 0.188961 0.314167 0.031358 0.002190 0.001772 0.019794 0.054798 0.001355 0.000417 0.003334 0.134328 0.002396 0.000938 0.008543 0.024584 0.001146 0.000104 0.007084 0.003542 0.000000 0.000104 0.000000 0.003125 0.000208 0.000104 0.000208
S65	 0.041148 0.201366 0.136067 0.160973 0.081777 0.224492 0.014481 0.023023 0.011667 0.031460 0.015105 0.014376 0.010938 0.009897 0.005209 0.002604 0.001667 0.004271 0.000417 0.000313 0.000417 0.000313 0.000000 0.000208 0.000104 0.000417 0.000104 0.000104 0.002604 0.002083 0.000938 0.001563
S66	 0.100209 0.468648 0.244502 0.162161 0.000938 0.001250 0.000833 0.000417 0.000104 0.000104 0.000000 0.000417 0.000000 0.000104 0.000000 0.000000 0.000000 0.000937 0.000000 0.000000 0.000625 0.000104 0.000417 0.000208 0.000625 0.000625 0.000000 0.000104 0.003750 0.007292 0.004479 0.001250
S67	 0.348450 0.010529 0.002189 0.008440 0.422729 0.013025 0.003125 0.009480 0.119066 0.001667 0.001875 0.011459 0.004174 0.000001 0.000000 0.000000 0.013031 0.001384 0.000000 0.000001 0.011250 0.000208 0.000000 0.000000 0.002604 0.000000 0.000000 0.000000 0.014688 0.000208 0.000417 0.000104
S68	 0.155732 0.111581 0.029706 0.006789 0.263335 0.003128 0.001460 0.002085 0.338646 0.000104 0.000000 0.001042 0.005833 0.000104 0.000104 0.000000 0.000104 0.000000 0.000000 0.000000 0.003333 0.001146 0.000313 0.001042 0.000313 0.000625 0.000313 0.000000 0.005209 0.059176 0.008242 0.000639
S69	 0.060000 0.215431 0.335974 0.295450 0.011354 0.021462 0.018446 0.006256 0.000833 0.000312 0.000313 0.007084 0.000313 0.000104 0.000104 0.000833 0.005104 0.000104 0.000104 0.001458 0.009062 0.000104 0.000208 0.001250 0.003438 0.000313 0.000000 0.000000 0.003854 0.000521 0.000208 0.000104
S70	 0.006983 0.020211 0.007500 0.007188 0.038707 0.084908 0.010625 0.005730 0.242923 0.300313 0.046563 0.031251 0.024796 0.035313 0.013542 0.004167 0.002717 0.023333 0.071146 0.021354 0.000313 0.000000 0.000000 0.000417 0.000000 0.000000 0.000000 0.000000 0.000104 0.000000 0.000000 0.000000
S71	 0.000122 0.000019 0.000001 0.000105 0.020534 0.026158 0.000000 0.000313 0.161893 0.095840 0.000625 0.027711 0.140319 0.003545 0.000104 0.001146 0.483542 0.020208 0.000208 0.017292 0.000104 0.000000 0.000000 0.000313 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S72	 0.083026 0.039498 0.009171 0.004482 0.014695 0.001465 0.000940 0.000522 0.002189 0.001459 0.001042 0.009064 0.036668 0.007605 0.001563 0.007292 0.285321 0.242017 0.035209 0.024064 0.119376 0.023438 0.006875 0.007604 0.009375 0.000417 0.000104 0.000104 0.024375 0.001146 0.000000 0.000000
S73	 0.225000 0.409479 0.116771 0.086147 0.020646 0.030980 0.013034 0.011774 0.013549 0.012196 0.003127 0.014899 0.016460 0.003751 0.000625 0.000417 0.013438 0.000000 0.000000 0.000000 0.002396 0.000000 0.000000 0.000000 0.001354 0.000000 0.000000 0.000104 0.002813 0.000729 0.000208 0.000208
S74	 0.006876 0.000000 0.000000 0.000000 0.974265 0.012920 0.002396 0.003646 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S75	 0.053229 0.035208 0.008750 0.008229 0.016250 0.004583 0.001250 0.002188 0.025432 0.007710 0.000417 0.015002 0.082442 0.072828 0.004585 0.011044 0.061042 0.519171 0.007296 0.035217 0.004792 0.000833 0.000104 0.003230 0.002396 0.000104 0.000000 0.000000 0.010625 0.003437 0.002604 0.000104
S76	 0.000417 0.000000 0.000000 0.000000 0.001876 0.013021 0.036146 0.003333 0.025105 0.147604 0.021146 0.017396 0.039375 0.039271 0.003229 0.002500 0.185938 0.076044 0.201988 0.182571 0.000002 0.000419 0.000632 0.000630 0.000001 0.000000 0.000625 0.000208 0.000001 0.000417 0.000208 0.000000
S77	 0.064396 0.379585 0.182917 0.027292 0.018237 0.012918 0.001042 0.000937 0.070754 0.022608 0.004272 0.016669 0.108658 0.068544 0.004479 0.002500 0.007833 0.000105 0.000000 0.000209 0.003439 0.000000 0.000000 0.000000 0.001146 0.000000 0.000000 0.000000 0.001460 0.000104 0.000000 0.000000
S78	 0.029796 0.015424 0.022296 0.003232 0.102205 0.070428 0.021254 0.003859 0.304184 0.049799 0.018859 0.022820 0.095942 0.089272 0.084271 0.045521 0.019899 0.000106 0.000313 0.000105 0.000208 0.000000 0.000000 0.000000 0.000313 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S79	 0.102501 0.148545 0.124597 0.098594 0.045105 0.035627 0.158336 0.130419 0.025625 0.003750 0.002188 0.005104 0.036771 0.002396 0.000938 0.001042 0.018021 0.001563 0.000834 0.000730 0.008229 0.000417 0.001458 0.004792 0.005625 0.000834 0.001146 0.001250 0.009063 0.009896 0.007398 0.007310
S80	 0.000313 0.034168 0.569065 0.291464 0.001459 0.016069 0.041602 0.030755 0.000208 0.000313 0.000208 0.008751 0.000000 0.000208 0.000104 0.001042 0.000000 0.000000 0.000313 0.002396 0.000104 0.000000 0.000104 0.000938 0.000000 0.000000 0.000000 0.000104 0.000000 0.000104 0.000000 0.000313
S81	 0.000321 0.094912 0.281905 0.614385 0.000000 0.001156 0.003542 0.002605 0.000000 0.000000 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000006 0.000000 0.000000 0.000000 0.000000 0.000104 0.000001 0.000000 0.000000 0.000001 0.000323 0.000734 0.000106
S82	 0.008647 0.008959 0.007708 0.001979 0.006042 0.013440 0.041259 0.005215 0.005209 0.017293 0.563978 0.167967 0.002188 0.001146 0.006354 0.012083 0.003542 0.001667 0.000000 0.000000 0.021042 0.001668 0.000313 0.000000 0.036563 0.008753 0.003439 0.001563 0.011563 0.027500 0.009896 0.003125
S83	 0.002190 0.177652 0.388362 0.409502 0.000000 0.002084 0.002708 0.002917 0.000000 0.000104 0.000521 0.009376 0.000000 0.000208 0.000104 0.001458 0.000000 0.000000 0.000208 0.001250 0.000000 0.000104 0.000208 0.000521 0.000000 0.000000 0.000000 0.000000 0.000000 0.000208 0.000208 0.000208
S84	 0.039170 0.129587 0.124902 0.193764 0.067502 0.141068 0.045732 0.029690 0.017813 0.083236 0.048340 0.025111 0.005314 0.007607 0.002924 0.001048 0.002604 0.005938 0.002709 0.002188 0.002709 0.003438 0.001042 0.000209 0.000938 0.001146 0.000104 0.000000 0.008958 0.002605 0.001979 0.000729
